-6.211737024810044083e+00;1.579280371971926478e+01;-1.798379931011446331e+00;-2.394721120040595341e+00;9.419997935302788505e+00;9.968347380270099478e+00;-3.680680654193743351e+00;6.900158328267519181e+00;9.838577136031954495e+00;3.704336047914207342e+00;1.445863255254424775e-06;4.773521765869491034e-05;2.000012754592063846e+00
2.881952010690697286e+00;5.041949936395035081e+00;-2.571057275628004568e+00;-1.504570148929730511e+00;4.266408103003104912e+00;8.152032620692455822e+00;-1.270223870201682370e+00;7.378310675051835688e+00;4.054076593565337561e+00;-2.558261030163101690e+00;-7.059997727317772617e-05;7.539581562175021168e-05;1.999888681451090777e+00
-1.527503145862429967e+00;6.202879118997861596e+00;2.844312502514696916e+00;-3.772291301341244463e+00;1.394129326857600049e+01;1.033428889154726171e+01;-1.653448261160189059e+00;1.470892697044183350e+01;6.591727274274247428e+00;2.935691776597297853e+00;1.131487128410088718e-04;1.555695912476288327e-04;2.000077187990070726e+00
-6.807083020596683909e+00;7.065119248573459743e+00;-3.236375818547843508e+00;-1.775049749162401103e+00;8.554917984309298618e+00;1.467124756890914838e+01;-1.214105497294867497e+00;1.355589125254369876e+01;2.931580361368867571e+00;-2.781097349636630245e+00;-1.179848738496898207e-04;7.426006551304652290e-05;1.999912196364805217e+00
4.270292523412370755e+00;1.253722172382125599e+01;2.768700866433672303e+00;-1.893136609946568516e+00;2.253568909845300894e+00;-8.067119088610770206e-01;3.999213317167403581e+00;5.736637603899829685e+00;2.114356242233707217e+00;-5.975044151039904605e+00;-1.790169336003214222e-04;1.543737684602578439e-05;1.999908352821743396e+00
2.369699509144334915e+00;1.580793787838713627e+01;-3.703046689227376120e-01;-5.388274149998983020e+00;8.082425924499094805e+00;9.567001374432500427e+00;-1.337063944931520254e+00;2.007853110215767245e+01;-4.864358926114670467e+00;-9.581729468727228749e+00;4.224179615984350792e-05;9.239977608149032830e-07;1.999804967180049964e+00
1.591598690205739963e-01;1.757746303875104843e+01;3.562597594121130307e+00;-2.242566655181040591e+00;4.630201065970647178e+00;1.043786495905881395e+01;7.812858027217021828e+00;5.788588325560520609e+00;2.587221880876783953e+00;-3.161181099222656776e+00;9.432068692928091854e-05;-1.682612440846016318e-04;1.999988386334800472e+00
3.223260445622526227e+00;1.079538103237723234e+01;5.523672846731813024e+00;-1.605335818513888846e+00;1.643337147848412449e+00;1.004915431547591353e+01;8.609673319702567440e+00;1.633402186389934485e+01;-1.044445363474050126e+01;-7.252670299764603090e-01;6.882941915076721000e-05;4.147211605699098827e-05;2.000081554659966177e+00
8.961925128705988897e+00;1.060342119891980239e+01;7.508500929956594128e-01;-6.744355147804192985e-01;1.137093261938202460e+01;8.473934173107002366e+00;5.695530921693248150e-02;1.601365121161551031e+01;4.889247214721947898e-01;2.744231640316720622e+00;-1.029892361884116015e-05;-4.582739401129062692e-06;2.000066970789833309e+00
-2.411084133552272135e+00;5.788341943681083457e+00;2.304009212871108492e+00;-2.249432780435112633e+00;1.450698978624097180e+01;6.343737604073504954e+00;-4.348675731506412845e-02;9.174555506797563709e+00;4.277118301419007285e-01;-4.644213231353571558e+00;1.710043613084314611e-04;7.432450156766774480e-05;2.000200889199842624e+00
1.369141769373054984e+00;1.692975349301864085e+01;4.425343244110875318e+00;-7.375460185121518464e-01;8.920564012349430527e+00;-1.110913369882375790e+01;6.005330653853892642e+00;4.497807912827202159e+00;3.772810225063115475e+00;-1.540665412641401444e+00;8.629668333010578538e-06;1.260380385715572998e-04;1.999977454309205926e+00
5.715883592057979357e+00;1.704849974855851258e+01;-1.436650187467826356e+00;-5.187376566494233288e+00;4.610343835917482203e+00;-8.119390113481923521e-01;5.570359564260769503e-01;3.248999801762639805e+00;6.482102223913568828e+00;-2.622263699298222672e+00;1.078315741684161318e-04;9.996159638605424359e-05;2.000175991459832048e+00
-2.224489861071668351e+00;6.791206407498025399e+00;9.978176126907063459e-01;-4.800153555069926803e+00;1.143058341540049128e+01;5.012910355723487754e-02;-1.826109883578187709e+00;1.179624249103337341e+01;3.357115813750740418e+00;-1.157737356896991088e+00;-2.393158155273981098e-05;-6.555041504537036719e-05;2.000084598722023266e+00
9.091814147099348986e+00;8.293157628102887813e+00;8.466517222890860950e+00;1.274991291965186679e+00;2.039405757001304664e+01;6.125920569253048953e+00;3.227654201247671217e+00;1.224126343094927094e+01;1.139119770877569326e+00;-5.835538283468881815e+00;-1.976461326206656137e-04;-3.507649069296124014e-05;2.000004656051267204e+00
1.133446054369296085e+01;1.739602231719176473e+01;5.584175931987349628e+00;-2.809569992107348479e+00;1.127640981577340185e+01;2.279312745558730313e-01;6.233805899159039932e+00;1.019357577118122293e+01;-3.715197324717809835e+00;3.242785909879346562e-01;7.346390870931519021e-05;1.328210291481271164e-04;1.999984689994850795e+00
1.231184914957496446e+01;6.179352886935904010e+00;3.226659614169432810e+00;-5.479962667405439802e+00;3.943154507284338806e+00;-2.130377290979883043e+00;1.250202268452516918e+00;1.169268037617636757e+01;8.666150261728558846e+00;-2.832540302132547261e+00;2.831119481266208956e-05;-9.456526168879561957e-05;1.999758073508892009e+00
4.466462145113158755e+00;7.286711058687079579e+00;2.265026178102004906e+00;-1.593688812376797381e+00;4.322528010915534402e+00;-2.050959838395890245e+00;-3.455245145299130627e+00;1.109585214607626469e+01;9.095204384640940276e+00;-1.020217660716057395e+01;-4.785256001250722290e-06;3.587013113843642772e-05;2.000088021545800121e+00
