4.531631018857508408e+00;7.138013813414270103e+00;6.278428907784085133e+00;4.201520502373275789e+00;1.814647741901689315e+00;2.002022407405675164e+00;2.002815163657223341e+00;1.988518008486054311e+00
-1.013500729218964835e+00;9.791238454400998492e+00;1.992841437057990328e+00;4.476570731496344102e+00;6.295288115920240735e+00;1.980808844488945786e+00;1.976876206648843226e+00;2.003271995793256099e+00
1.131808703447660935e+00;1.557843010853970256e+01;2.076180466810331637e+00;-2.342962724489726423e+00;-1.254439852610040873e-01;2.011558775190894544e+00;1.986114628541282290e+00;2.023941448887986549e+00
2.457289441624810777e+00;1.004308768623895709e+01;-1.362413879547101025e+00;4.398553365020999806e+00;1.068441351684274210e+01;1.999073691027196897e+00;2.021919533387846801e+00;2.021305818620904748e+00
1.158630443629071305e+00;9.642047065886004020e+00;5.873472954048184924e+00;-5.846753424990121850e+00;1.114593540438959351e+01;1.981370198262497162e+00;1.976207248314038711e+00;2.031705168257868177e+00
-6.259615264091375586e+00;1.376171635390347348e+01;-6.496666055245743365e-01;-8.032121034430788953e+00;5.729308833433526260e+00;1.990824868347551568e+00;2.009956558471783783e+00;2.012983721842966478e+00
-1.585048006684036004e+00;1.216296750638074187e+01;-1.471859811260776141e-01;3.552943034242868059e+00;1.096781550954001361e+01;1.994363929158020632e+00;1.976105891195363951e+00;2.016938803212690701e+00
5.879793423233678595e+00;9.545318960123571728e+00;2.237031638899396047e-01;-2.321383856695513614e-02;7.007552611504214823e+00;2.003869984309551544e+00;1.995924152913291616e+00;2.017963740036346820e+00
1.022746881137545394e+01;1.485858344440031509e+01;5.176437450273047247e+00;-8.046498347838393350e-02;7.468667349968597158e+00;2.008702255064453990e+00;1.982634431286516952e+00;2.026728245956182395e+00
1.125677605174202967e+01;6.507194691065635972e+00;3.918725122818944584e+00;-3.196296349402542258e+00;1.625295657817875039e+01;2.002049070792896401e+00;1.988458595178133503e+00;2.012059663859952607e+00
-8.952974162056626994e+00;1.015213642494388502e+01;6.974180090442930968e+00;-5.747596341257171559e+00;1.445110522617690307e+01;2.005413094166343502e+00;1.995532261148218467e+00;1.967847172874262585e+00
-7.267651888743742461e+00;1.138568876672749397e+01;-6.226222168309738514e-01;5.797665026283898015e-01;9.312656140854249642e+00;1.993102251121781299e+00;2.020823155370321977e+00;1.968373683771617921e+00
2.661273548084706952e+00;1.552307091861827359e+00;1.229342344130529341e+01;-5.551276420840175696e+00;8.236704420592532827e+00;1.993582410768975244e+00;1.998655498336442626e+00;1.989384291623016221e+00
1.961896003104717678e+00;1.074755443227022766e+01;1.336968844797415956e+00;2.623964064084746362e+00;1.466040224893695765e+01;2.008317641475382942e+00;2.012289620677454316e+00;1.988177155654914818e+00
-6.170593448892145005e+00;1.515684874132594295e+01;5.260273211280481753e+00;5.914592090368775423e-01;8.650630289862604627e+00;1.996382833639392729e+00;1.983594037171673152e+00;2.003743157294356703e+00
7.802806326345548271e+00;6.816591011669399514e+00;2.799647255583586514e+00;-5.670304097046489744e+00;9.774012142638779821e+00;2.007572890388953812e+00;2.013021954949684833e+00;2.040392539923120196e+00
-3.627901263243345831e+00;1.773552845488133300e+01;3.947704134319375946e+00;-5.907859414852728364e+00;6.546097967985538446e+00;2.002355035014081075e+00;2.015166932213091844e+00;2.000823551322364224e+00
-7.161473210004690060e+00;1.096705723555204237e+01;5.984889061023048740e+00;7.086752796813129862e+00;-2.003592090897754474e-02;2.008438056990878628e+00;1.986709990824231609e+00;1.995525273667029253e+00
2.101750902488261907e+00;9.935746424255471609e+00;-2.315103394005223691e+00;-3.533924731370380101e+00;-2.987527656640214246e+00;1.996167207704993674e+00;1.998588475714292656e+00;1.981717710315037628e+00
7.567831339815549896e+00;1.659738026404880884e+01;-7.027516930398798323e+00;-1.102690998583550375e+01;9.450992144750120616e+00;1.988456909737591927e+00;2.012566352001373460e+00;2.002618443795018077e+00
-5.197565633705480082e+00;9.576989295266900015e+00;1.462065775322856087e+00;-4.576501061500589884e+00;1.204879556535557938e+01;1.993872498648465275e+00;1.952411198179027307e+00;1.957358658508282723e+00
-2.358245233068044566e+00;1.284082100538387117e+01;5.036880052221562210e+00;-4.123117885320510823e+00;8.563469524276985823e+00;1.987066430204240008e+00;2.001413795006703467e+00;1.980567669778523499e+00
3.695471719783597120e+00;3.363039893526402757e+00;3.275379149289825875e+00;2.105038794360329923e+00;6.268691453643595146e+00;1.989110946858694939e+00;1.974250438555675391e+00;1.963191239371044894e+00
-4.509871802243465844e+00;1.445045981183230843e+01;2.059283861871258114e+00;6.246701176763815866e-01;1.260643107917803718e+01;2.003815545249298502e+00;2.015803663327344619e+00;1.983789533454114018e+00
