-4.585529554019807108e-01;7.789299411334365431e+00;0.000000000000000000e+00;2.999493052047942143e+00;1.000004495283873851e+01;1.234352130517444592e-04;2.000138187627070963e+00
2.414600695656202056e+00;3.242494428765566816e+00;0.000000000000000000e+00;2.999896444498600712e+00;9.999973039622760851e+00;2.362013914305258341e-04;2.000089073193737299e+00
-9.071505380650264350e-01;5.903136732328125191e+00;0.000000000000000000e+00;3.000213940633424059e+00;1.000000959471932127e+01;3.464685095812845215e-05;1.999922748440182696e+00
3.679885121886132815e+00;1.151610191634333979e+01;0.000000000000000000e+00;3.000182755857530026e+00;9.999944203369860674e+00;-9.501712016990304232e-05;1.999760449043613386e+00
2.549851234928930399e+00;1.230394775174169730e+01;0.000000000000000000e+00;3.000060233240030794e+00;1.000018054038426385e+01;5.850092048872349812e-05;2.000196343023287859e+00
2.618250103031373399e+00;1.232263267867169887e+01;0.000000000000000000e+00;2.999969110914965320e+00;1.000020664584767616e+01;1.681371567555633160e-04;1.999689345681313846e+00
1.074928027500841932e+00;1.845831332711560435e+01;0.000000000000000000e+00;3.000120550421902621e+00;1.000002759404935482e+01;-5.355003428082059409e-05;2.000251562262421068e+00
2.313423506954036313e+00;8.842340333197217461e+00;0.000000000000000000e+00;3.000213705779773754e+00;1.000003124010114774e+01;-1.478222539832088763e-04;1.999792048318132620e+00
-2.428320635253244042e+00;1.822647602535714739e+01;0.000000000000000000e+00;3.000274547639022682e+00;1.000012189256307771e+01;-1.390239859033465925e-04;2.000087413821491467e+00
1.060793400323192914e+00;1.265449443307662314e+01;0.000000000000000000e+00;3.000544976516799522e+00;1.000003838020444569e+01;-5.360912673250348712e-05;1.999898591852325769e+00
3.330010600992638015e+00;1.378869876030647035e+01;0.000000000000000000e+00;3.000205294087191277e+00;1.000008114095902201e+01;-1.401076495460702427e-04;2.000363867521848693e+00
4.157840541210439333e+00;7.277731655809940747e+00;0.000000000000000000e+00;2.999687464439664275e+00;1.000001207558310234e+01;8.342072151587900941e-05;2.000126822570145624e+00
