1.117957249181087320e+01;1.578149289593737947e+01;-3.644907128738212876e+00;-2.813029972642939747e+00;4.752556816395851591e+00;2.189304547993955907e+00;2.004902145410999204e+00;2.003661480352808777e+00;2.003762566871206907e+00
2.954219699951953881e+00;7.454364643370931631e+00;6.792561031645954372e+00;-3.848738388337849425e+00;2.401439679002694305e+01;2.122858473133452328e+00;1.997263635717933861e+00;1.988515355378858818e+00;2.038691667782392081e+00
-3.251730480663663769e+00;5.366904690068984962e+00;-1.249984980421934289e+00;-6.929607442073395518e-01;6.300903518435172934e+00;7.136587058882574830e+00;1.990852235388726355e+00;1.997276854492646025e+00;1.983022061990072915e+00
6.548861871121239631e+00;2.050973908269982360e+01;3.807755862917994616e+00;-4.559210720880795265e+00;9.950516668230088513e+00;5.051358408352902174e+00;2.001016255237212604e+00;1.946933802326537677e+00;2.022177147370833428e+00
-8.063707243064611063e+00;1.926730796682926439e+01;4.650182194025810567e+00;-8.965799344273035487e-01;8.379314221520374417e+00;7.094987162928959812e+00;2.004448929671053925e+00;2.005251169868282890e+00;1.986326306947989284e+00
4.655881427291658881e+00;1.613237100090395160e+01;-1.346323629971307057e+00;-3.458365257313164243e+00;3.805155854999691556e+00;3.692696149618566182e+00;2.025315658407341957e+00;1.976385368743416526e+00;2.007627031889824387e+00
-1.215656841205157157e+00;1.425149515024327584e+01;7.258687440622890286e+00;-2.565424152461845519e+00;1.077024452649582642e+01;4.872916174379029464e+00;1.991057687829802303e+00;2.021799566231606615e+00;1.982776261449083366e+00
-8.957387271353578484e+00;1.251379003604091800e+01;6.157586736272993910e+00;-6.124740008163331417e+00;-1.058804963242820918e+00;2.688876765368054755e+00;2.005961860455007795e+00;1.988494073802379747e+00;2.009852972475440147e+00
8.614944120734662203e-01;1.024772314245345228e+01;-7.390420265448875980e+00;-2.428614570695553532e+00;-1.302890275605808057e+00;9.002859242959676322e+00;1.996976286313417281e+00;1.997838151017781616e+00;2.002099221606313151e+00
-5.248512582270786098e+00;1.675857827037967951e+01;3.363440658807814732e+00;-9.140901459392082984e+00;1.060627724006065442e+01;7.649967869364947326e+00;1.998149959930297870e+00;2.005862384023921585e+00;1.980887165275531547e+00
5.539534596457109217e+00;4.540853757104006405e+00;-1.373520491072619620e+01;-9.827073329774282939e+00;1.062543111928079931e+01;1.322741365710393424e+01;1.992576733730947902e+00;1.993150967024545750e+00;1.995461910453965482e+00
9.234420374274165511e+00;5.944015851572512332e+00;1.010162100477452185e+01;-2.530457341055696308e-01;4.078441808410833147e-01;8.983177549788516458e+00;1.999187132247463694e+00;2.025256866679706835e+00;1.972781044600317779e+00
8.435471180371870048e+00;7.563455022869080224e+00;2.065703056375285840e+00;-4.231141251823297367e+00;1.173676307752560355e+01;4.673168999506399857e+00;2.003907616677703896e+00;2.004363372004263510e+00;1.973774120817221700e+00
-5.465880419394149037e+00;1.286402909207361311e+01;-3.020686051552430307e-01;-2.557665586465029062e+00;-1.371636453647017362e+00;6.715644850065006111e+00;2.005197223295926090e+00;1.979207801922871379e+00;2.011234954602759029e+00
8.460834029895288211e+00;1.366869533650466906e+01;8.974401350967546875e+00;-1.261830830386073465e+00;6.121595990607408666e+00;1.311333759643607522e+01;2.016743467112597443e+00;2.002109417368475697e+00;1.990827333244022945e+00
-8.222709874973165967e+00;1.065509601330715661e+01;9.560729264784514569e+00;-3.482765487774658553e+00;-8.377575226529724972e+00;7.168891868701800618e+00;2.008874641766659863e+00;1.995689543132737498e+00;1.996333544206212007e+00
4.614846852643025521e+00;3.537782214276878001e+00;9.803347052285680263e+00;7.837579868525783588e-01;6.144110927263461974e-01;1.635030158091493746e+01;1.992616417355456138e+00;2.021166056363004504e+00;2.009586575730000657e+00
7.339171004100686346e-01;4.144266027487271131e+00;1.530893460034914444e-01;-4.303028498981147365e+00;8.432015409410624329e+00;2.220636332638212807e-01;1.987941269844039960e+00;2.013592416729725443e+00;2.009198595026588041e+00
7.923580095894839914e+00;1.350915393192083869e+00;6.726078534847265367e+00;-3.652348857896011936e+00;5.537598481975906317e+00;1.214734259733578625e+01;2.002524345420600760e+00;1.998400363029416038e+00;2.007109183953062370e+00
1.943514826059890677e+00;1.275615890085501825e+01;5.633671044871773503e+00;-6.052901197447115855e+00;3.062112639771817690e+00;-6.579958777049199625e-03;2.000660060290687881e+00;2.007904780922371124e+00;1.983636445543566440e+00
3.853368337396668508e+00;1.489701673055995812e+01;6.040062966950717538e+00;5.677857761811555548e-02;2.415630758415784562e+00;1.309993048847323749e+01;1.991315276860603278e+00;2.005996131199936805e+00;1.992459880122291027e+00
-6.257203997725797606e+00;9.974452110792393356e+00;-5.363317006063615722e+00;-5.406878336675850605e+00;1.058701996091148345e+01;-6.137076332818278246e+00;1.982987248915075496e+00;1.986392043049068690e+00;2.010693322691819329e+00
3.096086219064397849e+00;2.345676259116190110e+01;-3.553793458020099827e+00;7.237136185442064829e+00;2.758940942868782997e+00;1.076075971703547296e+01;1.995759670664491781e+00;1.997525241285698971e+00;1.967568077790663228e+00
-5.113035494200936171e+00;6.277877083661598689e+00;1.018104963841283350e+00;-5.505614315327111985e-01;6.549232310004263091e+00;8.865923124048849857e+00;2.011863153300456286e+00;2.018549651523718680e+00;2.006763880538861677e+00
1.483759240723204798e+01;1.080611299295242311e+01;-6.136602921169568958e+00;2.906441788561192396e+00;4.275533845077576167e+00;1.346137865607791362e+01;2.002254717270317119e+00;1.993480639121848919e+00;2.014156132791951492e+00
1.542721665104880069e+00;1.059415606307555358e+01;1.485167791991077513e+00;-2.619347108356352649e+00;1.070998717318068749e+01;9.280860285687076328e+00;1.999385946867060726e+00;1.987015677841581729e+00;1.974712112185281754e+00
-5.049406245635731594e+00;8.162800081925281503e+00;3.297376902796513853e-01;3.567641998428747740e-01;5.979155696652190599e+00;7.651898649359634597e+00;1.991827085222350524e+00;1.968470643189111469e+00;2.010863264077052737e+00
-1.466138172593954181e+00;1.544251711386825932e+01;6.237345119697539353e+00;1.213407782204539931e+00;8.711008733454107755e+00;5.570788491980517954e+00;2.000179379905978827e+00;2.014652525230019808e+00;2.021202922175382000e+00
-8.936602572586872739e+00;-1.109306685183490515e+00;7.722991827567258216e-01;4.889592243472317357e+00;2.040552493194330452e+01;1.304681069588453468e+01;2.012217922110844714e+00;2.004295140240818895e+00;1.981697363392878719e+00
6.091608315464474011e+00;1.688447565848828447e+01;1.531450004348506866e+00;-7.423098916924033119e+00;1.211640627954849947e+01;5.728930931653103187e+00;1.996039629937523374e+00;1.998435628036094647e+00;2.004557361524841763e+00
