4.010044778865299975e+00;7.605911745388119982e+00;5.121693261941357989e+00;2.012710868440983347e+00;1.323965714826739770e+01;5.442579251018706543e-01;4.096576111207375526e+00;7.954743694268531229e+00;4.840211106403920382e+00;-9.149928014054617975e+00;1.989399697334947925e+00;2.028782376639478358e+00;1.998805823439003593e+00;1.999819241379913626e+00;2.007038268042020235e+00;2.029253693493586752e+00;1.989160610138882346e+00;2.002127660967513822e+00;2.009235667313115759e+00;2.029597400567567433e+00
3.001528301287130329e+00;3.607598565524431145e+00;-6.757307197548394484e+00;5.864029182079798730e+00;7.388758389446620001e+00;7.200272930998437459e+00;-3.970758892233634541e+00;5.236328577334548484e+00;3.019189532509828133e+00;-5.869238518638903557e+00;1.996642670935474762e+00;2.011124526687324998e+00;2.027733064266390439e+00;1.974514302383466147e+00;1.990747431919385191e+00;2.012272115801394534e+00;2.008546326524166314e+00;2.008311196106462582e+00;2.002386568727021476e+00;2.003566505987959268e+00
-4.583275070576262600e-01;9.451292041196913019e+00;6.094432246429717814e+00;-2.259349504758051630e+00;-2.666927241049943831e+00;1.704594558241979918e+00;2.805849683405133188e+00;1.060937045242402021e+01;1.933496679973560894e+00;-5.056886405192095424e+00;1.990291427999082874e+00;1.988618250076377381e+00;2.008213000694009764e+00;2.008397676393115283e+00;2.006818333576536162e+00;1.995736834233483359e+00;2.002557171876794939e+00;1.989350952214732571e+00;1.999557427566087897e+00;2.001528534319574781e+00
-3.071323638648116194e+00;1.087028442543418727e+01;1.606945478258992210e+01;2.340152933082599418e+00;3.915480936811334800e+00;1.976715962062996823e+00;7.724705521328818492e-01;6.189005766686137555e+00;6.882867382571418169e+00;-6.115187827974664536e+00;2.014134321842764752e+00;2.002409938148031809e+00;2.014141564900263859e+00;1.994026512784928595e+00;1.994113352926891958e+00;2.013366054168133079e+00;1.982572518229445357e+00;2.009979906056809096e+00;1.992396656823183676e+00;2.007117545920075852e+00
3.426357850107949243e+00;9.121840251061996696e+00;2.272807418353406383e-01;2.735233576716741055e+00;1.289608259319778938e+01;7.165632633385865979e+00;2.822064946691342335e+00;2.131893001109998664e+01;2.356204106627348249e+00;-4.032067939870119133e+00;1.987162605384761749e+00;2.007985136262193659e+00;1.970850981346503161e+00;2.014760467642092046e+00;1.992561991221433404e+00;2.028418625386417151e+00;2.009842161957679174e+00;1.987355986793525764e+00;2.018408431198721598e+00;1.990407920324537505e+00
2.632637031413535222e+00;1.107710419019118575e+01;5.865454166427802818e+00;-3.610112780779181296e+00;1.785811293796339427e+01;-4.416668760241188707e+00;1.229665243715390099e+00;1.483414749625914908e+01;-2.898335707037300146e+00;-2.500539459299089273e-01;2.008500860852471259e+00;2.001898653963226415e+00;2.001797328292204359e+00;2.039764202890294253e+00;2.007092784614108893e+00;2.021386595052065527e+00;1.995908483407351275e+00;1.986701045626099393e+00;1.983173089652369603e+00;1.999015196419440699e+00
1.354702317341324846e+00;1.220521983281615874e+01;7.123848888818102409e+00;6.687091271290031003e-01;6.683438251972795285e+00;1.092917667524447367e+01;2.943641916326055874e+00;7.241402684484761210e+00;8.438402745866164789e-01;-4.558988243741437962e+00;2.010685824012829137e+00;2.000661288619457245e+00;1.964813128949267851e+00;1.983263343984358773e+00;2.027856949289709387e+00;1.966048153318481706e+00;2.043007997910763152e+00;2.012407119885711193e+00;1.999564889994925876e+00;1.980268662507979727e+00
-2.429915401021011334e+00;1.062598492869593159e+01;-9.274459016934294198e+00;-3.886623847017500744e+00;1.602153022439742358e+01;1.297570501158477896e+01;-2.096852482863625688e+00;1.070094899295954605e+01;-2.176912225263093248e+00;-1.206739634255631799e+01;2.005133078249223821e+00;1.987910900310363216e+00;1.980570449150240497e+00;2.036378114481848911e+00;1.998814626848960607e+00;2.023398932757756175e+00;2.010428938554725153e+00;1.999761519344859462e+00;2.014879402423238375e+00;2.007350718058527494e+00
-8.882143689627930883e+00;4.045803192290699180e+00;-1.897872245864311580e+00;2.228728433513449403e-02;-3.529968060601696322e+00;4.761394611829240731e+00;-5.350621169023734858e-01;1.247254822700449495e+01;8.755131109565805758e+00;-1.548643163557098967e+00;2.014516548534060814e+00;2.001877943386987102e+00;1.982542925620388141e+00;2.018128234006676625e+00;2.011027318077746706e+00;1.990051297322576129e+00;2.006635261498512346e+00;1.992672706755173495e+00;1.967145345621217789e+00;1.989960330105039032e+00
-3.195998280194246810e+00;1.026125307758232452e+01;-8.114705503243380136e-02;-4.564710315562369836e+00;8.410499499132827239e+00;9.988022360128152144e+00;8.585857144570649524e+00;1.794374918892098236e+01;5.171118258344406193e+00;7.453812287266772252e-01;2.001179353879888545e+00;2.014930539205356474e+00;2.000369026968194852e+00;2.024371898662002955e+00;2.017613954957025335e+00;2.022910709820900710e+00;2.014641530055143459e+00;1.980239247085253007e+00;2.032650650557275451e+00;1.989456763268378614e+00
