-7.965906255020682725e-02;-8.883266506135589324e+00;-6.169998819025551695e-01;9.028709766093465205e+00;-8.065286376648204136e-01;-4.430086879403240946e-02;-2.170382936164573159e-02;2.392433202796140357e-02;-4.463271294261011296e-02;-2.728547129773578259e-02
5.039213766565600605e-02;-9.124666895549784940e+00;1.415565393872124877e+00;-4.282537641875045487e-01;-4.814141371804698366e+00;2.889656762037462120e-02;1.347460016996191168e-01;3.086499367807267469e-02;-3.852943585036976842e-02;1.011772339777156429e-02
-8.245281228798173601e-02;4.464935111152911418e+00;-6.704405058230396897e+00;-4.545012021995192275e-01;-3.789637652818738101e+00;1.389344392397854067e-01;1.179305239144819856e-02;3.874976742817731745e-02;-3.932647249728808692e-02;-8.461352012661932376e-02
-5.789748078493516664e-02;4.906821734893147990e+00;3.824768340876151029e+00;-9.132378429066207559e+00;-4.643840579976715510e+00;-1.543836086064184245e-03;-5.336845017880670686e-03;6.285653955631378964e-02;-2.336332971317241214e-02;-6.757153373387912720e-02
-3.476155916051609091e-02;-8.813935631002812743e-01;4.911779197216126214e+00;-8.896804956705651080e+00;2.582500257267676957e+00;-7.342462981581149815e-03;-2.979154751200824985e-02;3.165103375661866038e-03;-8.919985189470755471e-02;1.971477194929399657e-02
4.077098302497314530e-02;-1.616951315631911301e+00;1.273653049491092482e+01;-6.975524043027609089e+00;2.798111624308660339e+00;3.983557801126011433e-02;-4.140404626741986394e-02;-4.413830244083222221e-02;-1.116799872884653580e-03;5.671479439341076123e-02
-1.139686817429007293e-02;5.887045170400293514e+00;-4.276953869993277202e+00;-6.101731592690029515e+00;-2.843899234221795247e+00;9.592659261800568979e-03;-1.252779412804893022e-01;6.314693466431725577e-02;1.194162855159194674e-03;4.845484160521359995e-02
-6.603320781474407951e-03;-1.676046949459114366e+00;-2.253349819099045526e+00;-5.444593925117184874e+00;5.788489037258833569e+00;3.727729272710530312e-02;5.366950647757923361e-03;-1.331713355962976519e-01;-1.484481222230299869e-03;-1.755751033580660661e-02
-6.481263775038442754e-02;-4.148022269218911262e+00;-5.796725578674912782e+00;2.004988247345229901e-01;2.022780384353386030e+00;5.595575897188818232e-02;-2.157770839622220882e-02;-2.110276214091165448e-02;-1.249340425488612225e-02;-4.871222817161770247e-02
7.174080452618618320e-02;-4.564919896525426068e+00;1.576209189547355949e-01;-4.935957071683552577e+00;9.809991004672614423e+00;-5.247302348347962497e-02;-5.468208327084999459e-02;3.691204193008566781e-02;1.051382574274529677e-02;2.583234744983566381e-02
5.096505913401843529e-02;3.023045891040649469e+00;-1.037431533196359368e+01;-2.326689957071257364e-01;-4.822978454778260038e-01;-2.493277032004857785e-02;-3.573535031998427425e-02;-9.598213418239670558e-02;-5.601979866806168495e-03;-6.936761923970197717e-03
-6.236450111312932809e-02;1.008631548832142233e+00;-3.725435129577905347e+00;6.194523751688252311e+00;-7.771859810783392497e+00;-2.644164430385327960e-02;2.094768623147320874e-02;-5.271317683921224531e-03;-1.063937351077847912e-02;-2.680168061976588058e-03
5.717076742404984119e-02;-6.686165907738818026e-01;-1.401311199213118586e-01;8.579803115728934060e+00;-1.044924558939999581e+00;-1.202231837506361756e-01;1.348324321017168453e-02;2.655942100520270605e-02;2.696081866609618266e-02;-3.142290355678722252e-02
4.299787750420791532e-02;3.923448285150847870e-01;-1.546140879001066537e+01;-3.066343349209335489e+00;-8.340876933820204897e-01;-1.033681326719291214e-02;4.510541625710499762e-03;1.679656366585471905e-02;1.656866177421306360e-02;4.174519382680347279e-02
-8.569425850146165577e-03;4.575001528458663813e+00;-1.956173159875428169e+00;-5.210376255671781642e+00;-1.042478113015969932e+01;-2.402885629871174406e-02;1.022008437547254102e-02;-3.711381700200977463e-02;2.184520206723947547e-02;6.294481741290176846e-02
-9.396459878220277118e-03;-3.088506842710267986e-01;-8.364247130653790663e+00;2.699465249391465704e+00;4.291255392651298628e+00;-7.724952562162779035e-02;-1.759914909529909088e-01;8.987144072196295852e-02;-8.294648104404848954e-02;-2.393074428510549856e-02
-2.333205846337380734e-02;-3.753549777380158492e+00;-6.670947058411604402e+00;1.251108816003504431e+00;-3.608607559013445432e+00;-5.393744691786481887e-02;7.559259503184857093e-03;7.773472927983061942e-02;1.051378822221172293e-01;4.926062572275422685e-02
9.210636182546106613e-04;-7.544741509883124309e+00;8.204589162501595423e-01;1.858359783773057217e+00;-1.192742673417436006e+00;-7.272086865701342384e-02;-8.576597035091121021e-03;9.236679105553089950e-03;-8.473756683968091839e-05;6.680443926607138039e-02
6.932249840346986491e-02;3.888004362267621250e+00;6.396555983974945292e+00;2.453538563557548624e+00;8.758267082663698133e+00;-5.702114704817178893e-03;7.174552636735008482e-02;-6.584663764049815404e-02;-2.935144838106543141e-02;1.041192666847097908e-01
-8.624537999359495333e-02;6.292343749627031357e+00;5.465717809259288629e+00;1.540169762377531271e+01;6.057411302190098823e-01;2.676381902106408570e-02;1.189410203885052407e-03;-4.338705501124760083e-02;-5.644936169983132829e-02;-8.954510611669826148e-02
7.416636513896800176e-02;5.138546183697458858e+00;1.147191782031959661e+01;1.167803452447298440e+00;5.920618250583257414e+00;2.734457853059958643e-02;-5.157772653533836821e-02;-8.282489588892137655e-02;-1.433023371931338441e-02;-1.991055064677489661e-02
2.585602668554025374e-02;2.692273201877055100e-01;-4.387055381071632176e+00;2.158004546243785793e+00;-1.217222011200904674e+00;-2.975910561538374147e-02;2.967566742316328499e-02;1.634833803368748511e-03;-3.019356109192300117e-02;-5.601161399967892474e-02
-4.083543071698473442e-02;-1.124816661428671205e+00;-3.670544910300223673e+00;-2.051081676647851904e+00;-7.995227742354014566e+00;-2.885327068459793767e-02;-5.393378884098474352e-02;-5.119651352343255329e-02;6.839802033823787208e-02;-4.852233866512248306e-02
3.506602459217172257e-02;-2.566114043725582938e+00;2.327055456716959014e+00;-1.375672501746080245e+00;1.579304597485017947e+00;-6.704449303861019505e-02;4.883567698620354391e-03;2.063495215787113438e-02;1.333382698501270162e-02;7.935588928012793364e-02
4.946078311699679542e-02;-4.218385189113027955e+00;6.600581881831436348e+00;2.036611802554947337e-01;8.363024470063475491e+00;2.670740618108375514e-02;-3.102926199924922745e-03;-8.270109297810412929e-02;-3.765125520241111284e-03;-4.822619598637861021e-02
8.183465566101512378e-02;9.698920380020248366e-01;-1.071328372476221702e+00;8.806862421709730882e+00;-2.881662603705883452e+00;2.952740495135441900e-02;1.997422911855034622e-02;-3.173096849651884516e-02;1.341262763172453368e-02;-1.906888384809811432e-02
6.601440214774549620e-02;-2.802178132659794985e-01;-2.530483129276959620e+00;-6.017113008493899073e+00;6.286252083696373949e-02;1.364741142896086501e-02;1.644863718907764449e-02;5.290827344828188949e-02;-9.350191613818737910e-03;-4.133740990760392461e-03
8.007835506417047833e-02;-7.096420621230842940e+00;-2.403467099453626243e+00;7.730835088871197414e-01;-2.642080781527405442e+00;-1.831965891629594098e-02;6.732710346633924946e-03;-4.984373591929752018e-02;-7.669554212860607567e-02;4.716799351294567039e-02
7.093113792085142116e-03;-1.828532192865824912e+00;-2.318303070811254862e+00;5.105136034150876689e+00;-1.622992865993378109e+00;8.041531209132540825e-02;4.962005437174377143e-02;1.122376608298926090e-02;4.037992500312520550e-02;2.475894438246316331e-02
3.949747822030551941e-02;-5.233883631314740770e-01;-1.151764925991143507e+01;6.331797891685045698e+00;7.718884334862652352e+00;7.891067188357610285e-02;-9.902930506087009865e-03;4.654433211921277930e-02;2.000026402934251477e-02;9.898012210093129482e-02
2.131487046793414941e-02;1.424490888268862498e+00;4.825968478592819189e+00;-4.526037010312268016e+00;4.572311679398828765e+00;5.248397537903971843e-02;-2.645135029876479610e-03;-3.017548316389399160e-02;9.362486368564078287e-02;-8.373807877588662629e-02
-3.477649085807475032e-02;-2.696992360682923362e+00;-5.147229864576004843e+00;4.895344564470274662e+00;-2.203767253647366253e+00;-2.315817245509953215e-02;-6.538872702739256804e-02;-1.441446705378825188e-02;-2.664258945442262924e-02;-1.008521465836532613e-02
-3.148979017839793892e-02;-2.270851603893179416e+00;-2.193962218988957602e+00;2.547562323953929564e+00;-5.550333909273184041e+00;-5.139429506502111306e-02;4.911173520368104090e-02;9.614689072934784128e-03;2.501888661160858729e-02;3.882063851501577761e-02
-1.481692567411555667e-02;-5.303512610425160645e+00;4.939467009165724676e+00;6.928315378428367310e+00;-8.750710415642036111e+00;7.026827069575425355e-02;2.487864719429037572e-02;3.633702175366756298e-02;3.819979573461637634e-02;2.820573480903573391e-02
