1.603349295968498289e+00;4.148983724628081404e+00;-1.858760990118974998e+00;6.363085560663156670e+00;3.911438443495959483e+00;1.979823365414382863e+00;-3.215119360130989534e+00;7.113445140738078543e+00;-4.644619644070176356e+00;-6.082028134011276954e-01;6.071674622180081471e+00;1.671096395569547610e+01;-9.448226509659942707e-01;-1.079344982856177193e+00;9.729858907363235332e+00;6.561456507820140338e+00;-7.352396659800135126e+00;1.237873218647999174e+01;9.786465891251205917e-03;-3.924111732923839746e+00;-2.698392802150348935e+00;7.370247932392107515e+00;1.327889825024247017e+00;-2.826070048110482791e-01;9.576053008860284876e+00;1.000276030355712109e+00;1.556800338685131235e+00;1.283044466009689089e+01;4.389552756976240033e+00;-9.040655122468688187e-01;1.997831199092372501e+00;1.979438394481511265e+00;2.001598558768061586e+00;1.998172864980763519e+00;2.014085163078584984e+00;2.021160812284132025e+00;2.003371660263769893e+00;1.931194584270657266e+00;2.002265080825358812e+00;2.006331278622928593e+00;2.022658960072760248e+00;2.009168279222112385e+00;2.018800843804573919e+00;1.993366040658815841e+00;1.982160654377028042e+00;1.997846594439454559e+00;1.964392853265866767e+00;2.016292700044450381e+00
2.366495318458183839e+00;1.125850495518337269e+01;1.296901220147536371e+01;-2.730031987430902252e+00;-3.196991888669746373e+00;2.058338503993240032e+00;4.700324030914973861e+00;1.917159010445696055e+01;6.860978824981052160e-01;-9.041996114543152885e+00;3.609098007566848842e+00;1.634229717618821098e+01;6.930443739361700217e-01;-1.702570293820405922e+00;9.100979377261150916e+00;-8.135253537239286459e-01;2.714160234477550837e+00;7.063842165792511452e+00;-4.283154443174434611e+00;-2.931657748339186575e+00;1.660808102190250990e+00;4.797218014927738139e+00;-1.052360386587940511e-01;-2.335743303644536084e+00;5.892339439022460823e+00;3.658688113144370480e+00;1.777232516383643546e+00;1.048322236788556694e+01;5.812347360228620197e+00;-2.901409332497637550e+00;2.004546873280450558e+00;2.015496683332166139e+00;2.028147637753708210e+00;1.982891385065522094e+00;2.011887335396957077e+00;2.008253802834129242e+00;1.983488122402466303e+00;1.987980549052994261e+00;2.000004320953127745e+00;1.987106066040368768e+00;1.991860814821014403e+00;2.015126156252103673e+00;1.993115362624663378e+00;1.977556431574506224e+00;1.959954807262107357e+00;1.986668355383348628e+00;1.977937280474458159e+00;2.019607538971653238e+00
1.947212581615859861e+00;9.728433389055464175e+00;3.205407408199531183e+00;6.405733928180332271e+00;5.115326090139051374e+00;7.137211717910523667e+00;-7.320629125038558005e-01;1.450669111853909499e+01;1.961549190205576165e+00;2.518244261594397848e-01;8.005018619554920889e+00;1.144840087964327502e+01;9.023315264701448513e+00;-3.153641940822038414e+00;3.042549739828349864e+00;1.774516307129569981e-02;-6.772229233148594929e+00;5.917208117050113181e+00;1.501467322615918087e+00;4.109127498795719369e+00;-3.746961474239105527e+00;5.692404726527950487e+00;-1.788193926985307769e+00;2.692448682559958506e+00;5.809199179333445429e+00;1.595067593921564608e+00;1.038807367351010846e+01;1.132432875159872054e+01;4.054616187209576950e+00;2.473401814982697289e+00;1.994016037509821704e+00;1.959642696271879148e+00;2.026713597165857639e+00;2.007189405333617671e+00;1.976728107334276396e+00;2.012486486153819865e+00;2.016193256741888984e+00;2.001188999546561487e+00;1.977800797080869755e+00;2.002769094464901922e+00;1.952946024613178011e+00;2.011593058801833145e+00;2.006505827924133456e+00;1.996780304504000458e+00;1.992133638889670877e+00;2.032554067921733765e+00;1.997080171549156846e+00;2.041599895160595590e+00
9.814821104797980311e+00;1.350804463968395375e+01;5.196736550977104407e+00;1.813547836184086659e+00;5.775477896279575418e+00;5.534216765191698251e+00;8.133271243905561221e+00;1.795669214599607599e+00;4.543670576833715558e+00;1.678824783082460304e+00;2.234272411974535189e+00;8.530435236718075132e+00;1.517901890937300102e+00;-2.847016488146203006e+00;1.377273437134531342e+01;1.020659360851611197e+01;9.621331792420827256e+00;1.113796089999882533e+01;1.149884479168414408e+01;5.984531679715741070e-01;7.979775705200473634e-01;1.236424484837435145e+01;-4.335860279183314070e+00;-2.675950962686005852e+00;7.343684271029489175e+00;-3.918496295538373531e+00;-2.699992930824882453e+00;4.826754090602066505e+00;1.111976580672920711e+00;6.133698041509667576e+00;1.995895765662464294e+00;2.009525335356948439e+00;2.002496217181625848e+00;1.995955881080323291e+00;1.964521763077561323e+00;2.000006133570612743e+00;1.992860096132432535e+00;2.005391347718531225e+00;2.017788766380633536e+00;2.005094017306621623e+00;2.014352262154656348e+00;2.000835584850151339e+00;1.993529597356902494e+00;2.010322153279985535e+00;1.975915276665469955e+00;1.982060151513669766e+00;1.994544616446258356e+00;1.988863258117502975e+00
-9.521634726015303585e+00;3.049400661653573152e+00;6.393510175568208886e+00;-4.145476354961349585e+00;-2.718536452436168815e+00;1.976891081231323000e+01;-6.769448372089501120e+00;7.203296830427862396e+00;3.698177956977762637e+00;7.800514143693799696e-01;5.759972032956164334e+00;1.650449402726779979e+00;3.438041329260621559e-01;-9.536040001666545862e+00;2.962492822233448564e+00;1.551253806134979918e+01;3.531977601295138491e+00;1.754582862853220959e+00;-9.430217955550141085e+00;-7.135799544344345158e+00;6.295280450007343376e+00;8.703856196121421362e+00;2.847128576742423256e+00;-1.068495201504968239e+00;6.048333692420152730e+00;8.005605027050371802e+00;-8.390316052990016260e+00;6.627777349363203285e+00;6.590285484756537304e-01;-8.241203653590709610e-01;1.994911347331967955e+00;2.021457778237417013e+00;2.015826957047002654e+00;1.995958096168221729e+00;1.972431519036969672e+00;1.981684741363637148e+00;2.008646498144037285e+00;2.002709911944824395e+00;2.008748039574211663e+00;2.009010066742777489e+00;2.006531472661482240e+00;2.020069578618153727e+00;1.988032846755046101e+00;1.983788073273720087e+00;2.004668311795192004e+00;2.004758702377489765e+00;2.013751518653620565e+00;1.997071572371254877e+00
-5.107114410283248418e+00;1.065130669611448688e+01;-1.586772318512807978e+00;3.791468687252973702e+00;8.581362214634156160e+00;-2.793853560771426103e+00;-8.138682047417749033e-01;5.528885926954357544e+00;8.390928073520907304e+00;-2.854331163111911707e-01;4.801437926530036648e+00;1.332224697146114956e+01;2.495308375405532963e+00;-3.465558613221022988e+00;1.018593344034165860e+01;9.802207406777171173e+00;-4.893960709391823372e+00;1.485141326647188009e+00;-3.476551958720135005e+00;-2.635467757365892894e+00;-4.477214502993922096e+00;1.011218710460461878e+01;-1.261121935803140026e+00;1.930221858790373446e+00;4.965225007592204420e+00;5.339218251115735114e+00;5.437198037970349063e+00;1.779205396874872847e+01;2.186964623520368800e+00;-3.348225107006876478e+00;2.012517977632864774e+00;2.074235532855345898e+00;2.006691053801284319e+00;2.004712552417339921e+00;2.004514926887306814e+00;1.990510459322508696e+00;1.983903678353672095e+00;1.985380548548597357e+00;1.971112804293055909e+00;2.003292040235327143e+00;2.024015021133775960e+00;1.981358297518062361e+00;2.005986653998479419e+00;1.997300377323606879e+00;1.996676184720885816e+00;1.993335703564552031e+00;2.008623013937852697e+00;1.994609729020964339e+00
2.243880966309604874e-01;1.702736291472508157e+00;-1.652366713715607283e+00;-6.692734442837530828e+00;5.623143449351294620e+00;-3.539732436658892922e+00;1.119402725002930765e+01;8.227040491091813124e+00;-3.942451154972145488e+00;1.339861803299370102e+00;-7.839593901369377171e-01;1.608867499814540025e+01;-2.132102624633739119e+00;-8.666951239092487214e+00;1.585733456294889088e+01;4.889683702354528982e+00;-4.738043411678379613e+00;9.386371979858051162e+00;5.511687270433826669e+00;-3.460589610705642194e-01;-3.275069231721233542e+00;3.916631029710345047e+00;9.313223942261533495e+00;7.587995793612649642e-01;1.566342070768883943e+01;8.982020886243248015e+00;-4.575783009606892549e+00;1.771809678638222962e+01;2.181937258738979590e-01;3.593144995087042659e+00;2.002142115603948724e+00;2.010728128458931785e+00;1.991923667623406224e+00;1.984351192129135910e+00;2.024812797712645551e+00;2.003959124927433333e+00;1.987579361346365925e+00;1.963068220362791161e+00;2.021964075521620163e+00;1.978931165225850553e+00;1.994113168395757585e+00;1.989088178420467479e+00;1.997308539021023455e+00;1.960676772625480790e+00;2.012554628851707772e+00;2.019727632505799342e+00;2.008233220403130126e+00;2.019919681606654027e+00
8.109044304709479789e+00;6.872861338872287895e+00;-2.992388918006287923e+00;5.112273862905963639e+00;1.422176152696655649e+00;7.945720683205654389e+00;6.926519702132206691e-01;1.376790250466348731e+01;4.131800169631970832e+00;-6.244177538168159458e+00;1.348466697049840013e+00;1.748702093183248962e+01;-2.842443844986959789e+00;-4.061784873146828900e+00;1.013379468665351801e+01;-4.516392199676628749e-01;5.508964530056385200e+00;1.629132720056237105e+01;2.283907372037807804e+00;-3.519118005056149912e+00;7.042795640476455787e-01;8.105301506988469740e+00;5.104420652930148350e-01;-7.019351867444392212e+00;6.208353312547609804e-01;3.136327734717433202e+00;2.036816632782980196e+00;8.933479164567161845e+00;-2.540542173713511431e-01;3.481675792778169409e-01;1.994667944170442464e+00;1.988900430821396448e+00;1.996063677501876965e+00;1.992096337417701424e+00;2.009665985346864581e+00;2.006208489769780723e+00;2.015792601755425295e+00;1.990411484111202167e+00;1.974078289623986793e+00;1.997914994523592780e+00;2.016521864785802531e+00;2.038335419850822117e+00;2.009714286856000065e+00;2.005144367058536048e+00;1.980179457917445651e+00;2.020882889630441159e+00;2.008090906200968195e+00;2.019761400842323251e+00
9.663052208334869775e+00;1.659715337149619785e+01;2.328813449788308620e+00;-4.146151636556252740e+00;3.175105609852538091e+00;8.614325044898327732e+00;2.685632945107941705e+00;6.540896137136837041e+00;-8.992165406711837505e+00;-1.003785002250848457e+01;3.784933867025080723e+00;1.097841698078686967e+01;7.933360789552835080e+00;6.518391990449314832e-01;5.215289677234020260e+00;4.332740794147845520e+00;4.338187154587966887e+00;2.041887794607467299e+01;-3.758372920287837538e+00;1.784937676530856443e+00;4.557462569477573666e+00;1.166166319938788476e+01;5.439901247179591337e+00;-8.444427622467312045e-01;5.111960792006215115e+00;7.648323641424306985e+00;2.200852804814796393e+00;4.897387933127208548e+00;1.068352657993383836e+01;-8.982294456091366452e-01;1.988984361462628137e+00;2.016708103529492924e+00;1.982280097354789161e+00;2.006671087737414538e+00;2.012963029377659474e+00;2.016305878679900410e+00;1.994939440584104551e+00;2.018184382897271423e+00;1.995962823894021909e+00;2.004816428461793976e+00;1.985230775027909011e+00;2.046768870289988218e+00;1.993013404089522655e+00;1.970436139050075752e+00;1.990146466748581977e+00;1.991529443470528404e+00;1.996599318691008040e+00;1.977521132082566746e+00
-5.220265450150454178e-01;1.551573826157417457e+01;-2.519690521966393426e-01;-8.966204814023313929e+00;1.036694515174503195e+01;6.012458530662518896e+00;9.869120943309781069e+00;7.661254175288088497e+00;-5.117513653120201234e+00;-5.516966404431942195e-01;-7.108297591860427644e+00;-4.258083786193562759e-01;2.645570398477403273e+00;-5.038036030280654387e+00;2.013925822484466721e+01;1.376847568843905556e+01;4.083209564312710427e+00;2.920400951939539524e+00;3.477029152897768149e+00;-2.727342314010231306e+00;-2.270617279906330666e+00;8.344236435782237393e+00;1.714972632349349491e+00;5.121274703387155292e-01;1.037772260215065145e+01;2.074699611935883148e+00;3.468961443461317185e+00;4.819079385937467208e+00;6.329565582397145285e+00;-3.446142874869408068e+00;1.976007264511116857e+00;1.981308776225146229e+00;2.027335315963257667e+00;1.998429329364483475e+00;2.001455219955012854e+00;2.000642895076463645e+00;1.995799372925007642e+00;1.987254344863419009e+00;2.020366560866889483e+00;1.990119532051345841e+00;2.030901856917088910e+00;2.008466378227042437e+00;1.996972112537930055e+00;2.016737806487974627e+00;1.990876527323674150e+00;2.005339136734805905e+00;1.998411390303240776e+00;1.973483844039485735e+00
