-2.363947338677245547e-02;3.456458371371607941e-01;5.242699506850380331e+00
6.661128354383021727e-03;9.898977517584349073e+00;-9.941350605479453151e+00
-1.467835606598840575e-02;1.221184039348950146e+00;1.291687102061616299e+00
5.459025734199564328e-02;6.554382398679132748e+00;-4.580935625684105617e+00
1.052152171800005975e-01;6.140014785461947788e+00;-3.770413419554463630e+00
7.945953765132442170e-02;1.302882675741875995e-01;2.949161347001973521e+00
4.022824531215436761e-02;-1.280224533082533256e+01;-1.826964530827717370e+00
1.502387433188500168e-02;-8.063622840689678384e+00;-1.933507762559817156e+00
-5.456439136951006519e-03;-1.765236153632081084e+00;-6.751204447393872599e+00
4.412405520887691113e-02;3.783269184431042653e+00;2.357674958565207479e+00
1.042669499086459201e-01;-2.555147384026752011e+00;9.611355462442693565e+00
-4.179651576649792699e-02;3.268721913129452039e-01;-1.751663328339764014e+00
2.595941523787334212e-02;6.243794718458801185e+00;8.459500239743361627e-01
-4.273111346701615777e-03;2.031677931763185896e+00;2.412613145494728162e+00
5.577702726490733204e-02;8.060361921789629847e+00;4.268915494903629870e+00
-8.847034132901649903e-03;-3.836283591447337216e+00;-6.886457338692068220e+00
5.127100465937394630e-02;3.605663262363717259e+00;-3.018479159675953483e+00
-9.511235987925702184e-02;-6.459143784397081589e+00;-3.155982188789312914e+00
3.712149245756164728e-02;-1.985744671065594824e+00;2.796679967243394405e+00
5.090609649798114034e-02;6.728756237632047998e+00;2.121585914722489363e+00
2.337098446516174682e-02;-3.114426722243744283e+00;1.008910230365830785e+01
-4.485554621842088169e-02;5.791440624545870719e+00;3.340391836334002384e+00
3.337924604054553351e-02;4.030104131203035678e+00;-2.657464070288267255e+00
-9.011374430714509665e-02;4.358251673552295813e+00;5.011120612932097984e+00
-9.389678804064481576e-02;3.381381216107960164e+00;-3.617016116774451895e+00
1.816184908258047098e-02;-5.556599256173626600e+00;2.074392430467785431e+00
1.264105321936736803e-01;2.321135873188495680e+00;-3.836096436399215825e+00
1.037014388483452204e-01;-1.796696145101585929e+00;2.658832019566524263e+00
-4.567077654583237908e-05;-7.227504195543611232e+00;-6.647075788083220083e+00
2.286879901114666908e-02;3.316036919705149355e+00;1.229950154374497950e+00
-1.087332483876913836e-01;5.471840423739475767e+00;1.369596731094936404e+00
2.330323072040780055e-02;2.484001336534523929e+00;5.000964567743341860e+00
4.643091999400021652e-02;2.035582987831107804e+00;-5.346494499014672996e+00
-3.399331888542762381e-04;-5.164225967774251025e+00;9.896460802276489943e-01
2.333532495942464147e-02;-6.580070519939413387e+00;-5.663337182270780090e+00
-2.005860685944623953e-02;-9.149110705454443604e+00;6.744702352782807608e-01
-6.527044280418974054e-02;-1.570575901395495855e+00;-4.601881396122307954e+00
2.655555874555365001e-02;-4.500088707888789230e+00;-4.766454956669209153e+00
-8.401333406993683958e-03;-1.127864523081781645e+00;-8.405672926410222345e+00
-3.858638852797141583e-02;-6.614378328071502722e+00;3.684323711599685747e-01
-1.650068110150625794e-02;-6.930132519587044015e+00;8.175165501960414138e-01
2.554343551233762347e-03;-9.136239396641238741e+00;4.505077575366826181e+00
1.012289354999622998e-02;7.466484459551706365e+00;-1.930000293335254469e+00
2.268625982448319034e-02;-1.736560356109397629e+00;-2.460087941721266436e+00
