-5.461261235842218120e+00;1.181203574720882443e+01;-7.569833052439507881e+00;-7.200096471115526864e-01;6.328539901653760680e+00;2.016295558674143340e+00;1.981525728179527546e+00;1.990343698010663021e+00
-3.749244765872440155e+00;4.690001502353524643e-01;5.249956116259968830e+00;-8.918406414066097909e-01;1.065664466366305163e+01;2.001153239740644629e+00;2.057597891469638007e+00;1.978330758549333934e+00
-1.005517065922575615e+00;1.438479447202785444e+01;-2.284653618186184509e+00;-9.836145552220401100e+00;6.239354634563932578e+00;2.023925923671767269e+00;1.971648225649333286e+00;2.003888720647478472e+00
-1.872790708530410964e+00;6.342278657958138055e+00;1.011586989440720430e+01;5.617530725719522167e+00;4.385070100355640044e+00;1.988995295421144283e+00;1.985984615198675751e+00;2.001784843918307910e+00
-2.456388359312122738e-01;1.151770608234046733e+01;9.369970208508298981e+00;-1.048583342186380385e+01;8.357659053714819208e+00;1.988876646589190944e+00;2.015904156265843294e+00;2.021395426273299378e+00
-4.492892946953313427e+00;1.612687596874405926e+01;7.676279454244022027e+00;2.037722759489806634e+00;5.596153424274779908e+00;2.002311780397040497e+00;2.009677957804904214e+00;2.012598597895040697e+00
-3.941944498309746248e-01;1.003741607420480086e+01;6.675614451126598681e+00;-1.458180583879709058e+00;1.767470289948441575e+01;2.015029672457627541e+00;1.963813790290061867e+00;1.987187489322655320e+00
-1.870622504298174338e+00;5.702554359061833722e+00;1.011610587610307377e+01;8.945336200952583638e+00;9.255794818186879880e+00;2.003661308697637811e+00;2.002860536247036638e+00;1.980510401377897356e+00
5.030129823720018045e+00;7.522538065663125550e+00;2.273758134865005776e+00;-3.179796843581598420e+00;7.377758706369428765e+00;1.984679993402142628e+00;2.012366670308676664e+00;1.987865312952308949e+00
-3.676030020509644114e-01;1.178980230580646626e+01;5.012983428534198538e+00;-1.742107369947993645e+00;1.163871059309192013e+01;1.993885430639013023e+00;2.021942525880071173e+00;2.019532547433644964e+00
-4.363668289035013359e+00;8.429383159315481322e+00;-2.581803323221416591e-01;-2.596215878318590686e-01;1.189915408454939438e+01;2.003853480141453147e+00;1.976789944809150157e+00;1.992125963671646183e+00
-3.617491930022914914e+00;1.128508768492655889e+01;-6.351886672396966915e-01;-1.391993578969150880e+00;1.178150895174184853e+01;2.000503618456321853e+00;2.013624102296220020e+00;2.011455843192923698e+00
3.972503595540267662e-01;1.650354837135376229e+01;2.666318327306600011e+00;-4.372848130775423670e+00;1.415936390496552377e+01;1.978124581045894725e+00;2.027606961007077047e+00;1.971738285002454072e+00
1.670430947028217039e+00;1.318284100562241434e-01;1.275790947409644538e+01;-3.916332258698875801e-01;3.707530781367165851e+00;1.998868383033189922e+00;2.001179465766885102e+00;2.015656980430344802e+00
5.972706703306128517e+00;1.006338977963346260e+01;1.174642070134575444e+00;-6.762538330456407287e+00;1.059137629794899915e+01;1.992216413969815303e+00;2.008075683088744512e+00;1.992202367049537237e+00
2.522568893488954522e+00;6.279087171079010155e+00;-2.632712864847697176e-02;1.523644953005645508e+00;2.003697392782189723e+00;1.985819784803425581e+00;1.970166685736734813e+00;2.019014375974502506e+00
