1.108278403047837229e-01;1.711430199677576258e+00;-2.459584108383157997e+00;2.670304099004697118e+00;-1.151732199944243584e+00
-1.534348892991943894e-02;4.590814954336621234e+00;-2.990165960222277430e+00;-2.374446141848309821e+00;-5.465735545806057694e+00
4.433667185417205364e-02;3.282322078480354399e+00;1.245795866900000703e+01;-2.479914599028803401e+00;2.793500134026705162e+00
2.113675987069232529e-02;6.243217894464532236e+00;-4.898589264830988110e-01;3.530787143940555151e+00;3.962496249598308484e+00
-4.622337859300640339e-02;3.593121467427366600e+00;9.867742342416100598e+00;1.602781784037906609e+00;2.319987916521285776e+00
2.506788992359164359e-02;3.692576093369801526e+00;-6.394031442856956460e+00;7.904796303649565203e+00;-3.547130527214332751e+00
1.226753548257842122e-02;8.038916333319390262e-01;-4.818319580102342847e+00;5.649077645853712859e+00;1.477237035665135978e-01
1.959883788959659867e-02;-7.844063439069801635e-01;4.951281652371008590e+00;4.687468520540169159e+00;3.752591275393223569e+00
4.817252367826038023e-02;-2.196680588581894966e+00;9.632650717106794325e-01;2.333290279417147062e+00;1.118125440295704709e-01
7.049635914266054459e-02;-8.869266795185032137e+00;-7.693365139391915797e+00;-6.532641225802504614e+00;-5.882068894623956545e+00
-1.286229146480506562e-02;-1.431852972425937454e+00;6.837593414639590250e+00;-1.479873104835547792e+00;1.836476074942495762e+00
-2.156294994950164884e-02;-2.328536487851068648e-01;1.109877885086419269e+00;-7.924995123907515371e+00;2.254613039901997684e+00
4.734829098083467858e-03;3.038633036623408223e+00;-8.072038744945843058e-01;-1.307540464335962493e+00;5.952601874127143589e+00
-8.152439120963463071e-02;-2.067948409306195945e+00;-2.433954354601872427e-01;4.505581916970659684e+00;8.393973149836487124e+00
-2.163526808360446627e-02;-3.757306147466183077e+00;-5.480340885218948799e+00;9.560257789530263395e+00;-6.164548585786041812e+00
1.076506038348156863e-01;-1.393499782566408607e-01;-7.823284622000108435e+00;-2.790673387089097623e+00;4.561917542309254614e+00
-2.722734332496047627e-02;2.728551155234131720e+00;-1.719255707021942525e+00;3.344194946672864877e-01;6.960017870265593487e+00
6.301411166635711991e-02;7.283438802452639749e+00;3.338126704455605109e-01;3.484751104603831529e-01;1.134926962772532466e+00
-5.461982956600413414e-02;-2.075288485795457660e+00;-6.720514482205253159e+00;-6.807306353150815781e+00;-1.538776026639776751e+00
4.086491606635558882e-02;2.939873848169075043e-01;-3.845587319593551268e+00;2.831488926179226873e+00;-6.900490857001023493e+00
2.765680244937787635e-02;-6.066076713048222935e+00;2.684587416395579851e+00;2.683032385464975356e+00;2.962203308436579530e-01
1.379031082131285807e-02;-1.362610891882428954e-01;4.729704526233655115e-02;-2.912291167120590885e+00;-5.240935428722992562e-01
-9.056408349606810682e-02;-7.400903987429972020e+00;-3.187178523413128239e+00;-9.349879660903162915e+00;-6.146395882029162538e-02
