1.034142781889468288e-01;-6.825416710608270598e+00;4.549700173967331729e+00;-9.880010493800618576e+00;2.844601161938421718e+00;-8.512214006217877493e-02;-2.864788993206323145e-02;4.666608545325579872e-03;1.983926011242929943e-02;-5.344219446447436017e-02;-2.789955469117494369e-02;-1.665054616415029059e-03;2.878916769255518426e-02;-2.820538980382995831e-02;-5.222294659109197323e-02
2.388016634465869176e-02;-3.551629674774570589e+00;-6.863599563270232018e+00;7.879500727176345087e+00;-7.407872942927552273e+00;-2.784647967756543642e-03;-9.149647645347215238e-03;1.150282481865857742e-01;-4.516206230091562163e-03;-3.379635083101269200e-02;1.087483968849723391e-02;-5.641136891631665096e-02;5.437968276970651937e-02;3.573796838002090553e-02;-3.137241199818587706e-02
8.061269583145690143e-02;-1.128134389356012512e+00;-7.171050141240074005e+00;-1.129066115679781657e+00;-2.347749717791320023e+00;-1.439859768635042003e-02;6.610416491742529543e-02;-5.444474791408251795e-03;1.294887030152692443e-02;1.942319739375723830e-02;1.515834567399327454e-02;-6.428063887959972744e-02;-4.887464211878160547e-02;4.215338099736438277e-02;3.213762221421616327e-02
3.310105553518119526e-02;-2.012762525474742326e+00;-3.879116473213486405e+00;-3.374304761437079581e+00;1.260731864995551454e+00;-2.203853783935143945e-02;6.578482131338900772e-03;1.385513984653177245e-02;-1.854192023225513172e-02;-3.767863666960821409e-03;-3.543207724103321615e-03;1.176855538250414120e-02;-4.606289308807845484e-02;-1.738360999733406728e-02;-1.937637929260144568e-02
3.196843331561858431e-02;-4.385517084537397636e+00;1.040805638215175799e+00;-1.737804770979424207e+00;3.908490934526533955e+00;1.123124667299005633e-02;-2.976390361763279341e-02;-1.122139677111484365e-02;4.866703209166475114e-02;6.016315149636040222e-02;4.690156666145288422e-02;-3.201762582219359887e-02;-8.671451713629753366e-02;-2.736935258848200055e-03;-6.364008798864093097e-02
1.207593462561412818e-02;2.196717660261163108e+00;2.224003473052400093e+00;3.043189370227199486e+00;2.500842240366713654e+00;4.878273821069620416e-04;-2.608958907161370785e-02;-2.894977740427143176e-02;9.875778165212956150e-02;1.349464978643713509e-01;5.314729916552118948e-04;-2.732920285928344337e-02;-2.442009892315015820e-02;-4.439836642500127190e-02;6.648016165043131587e-02
-5.546986425112739039e-02;-1.315369737813498308e+00;-3.796097395627387350e+00;-5.557513108967678583e+00;3.573775164996259690e+00;-5.494852446913209287e-02;-4.068447474366260197e-02;3.287899573051341479e-02;9.779668475626666913e-02;6.600733268865911774e-02;4.588724491519224208e-02;-6.681628376246186163e-02;1.660214600084850001e-02;2.090049621929386536e-02;-9.132941274690507816e-02
1.275655107189152537e-02;1.647520486138889684e+00;1.463019795621380403e+00;7.902384896793913427e+00;-7.296689232182238527e+00;5.247257408596343181e-02;2.362416733381028644e-02;-6.170756681548272143e-02;-6.866603010127235625e-03;4.575134617933763331e-02;3.398631538585239389e-04;6.591436466933539573e-02;2.410029829828000056e-02;-7.732580284629689271e-02;1.876433860951826071e-02
-2.931475799340683280e-02;-8.639293136790861638e+00;-5.213886079593085476e+00;-3.310924811175572913e+00;-7.975443465232546991e+00;9.016565416134948588e-04;-2.974872439154769427e-02;-1.039740297187924031e-02;-1.807335439759942888e-02;-3.034109549701528158e-02;-1.035444571854795132e-01;-5.468435543353557249e-02;-5.186197771218693797e-02;-1.586218999193112281e-02;1.176303848979159961e-01
5.837493564891626380e-02;-3.200638893328775492e+00;-1.851377286403985689e+00;3.385102664976128217e+00;-1.651543363302562240e+00;-9.438004939133400051e-02;1.979759056495414282e-02;-9.929549292497683033e-02;5.510487613322663514e-02;-1.575254976457240476e-03;4.668409487533916116e-03;-1.194296574830331845e-02;3.646532633714241311e-03;2.737006715478600485e-02;-1.017179064925162191e-01
6.457160193015547278e-02;3.318423384453639713e+00;-3.507712134074448151e+00;7.788386843285751482e+00;-5.084310474468778374e+00;3.755231966815837652e-02;6.519819991215392019e-02;1.288868346432347524e-02;-1.442349689745415012e-02;-6.944125627685462931e-02;4.234928476264114561e-02;8.328477955316342454e-03;4.341222669599964501e-02;1.311202920077779790e-02;-1.126012118944890034e-01
4.806890567876281883e-02;2.653083546262067216e+00;-1.128725392765593227e+01;-4.373145280061950579e+00;-3.655130671666629194e+00;6.038582736043623250e-02;2.562223574332990819e-02;-2.730554177612095137e-02;-2.385098829447813984e-02;6.004249452561797457e-02;2.807951248546691411e-02;-1.644520785547451056e-02;-6.690397727985211707e-02;2.050102725251170405e-02;2.550667149400552905e-02
3.968967586734081787e-02;-6.560058111009658965e+00;-3.626237499036795153e+00;1.057109342987828882e+00;2.302035377545206707e+00;-7.116610129565671683e-02;3.660354562266399797e-02;-1.116821540513897662e-02;4.155505193953459853e-02;5.387707277914954851e-02;2.115632176465155265e-02;-1.309131459000639763e-01;-1.018347384618256968e-01;6.896724688986902163e-03;1.236674115034710510e-02
-2.414106822559973844e-02;4.181230906456453233e+00;4.082671099261304448e+00;9.493982940371090251e+00;1.094738951083045819e+01;-1.506749667557309193e-02;2.067776503804255941e-02;-6.936798576699080079e-03;6.889816619784401575e-02;-7.377194936091940880e-02;1.348025499958432905e-02;3.357695288849749105e-02;4.451602383561181070e-02;9.356645192559523427e-02;-8.578099483167456185e-02
