9.281792971324815955e-01;-8.372315180030112103e-01;5.969402917331687597e+00;0.000000000000000000e+00;3.012176005922203359e+00;9.907817641423262600e+00;-5.462098878197146207e-02
1.510310126529003760e+00;1.527632210544790148e+00;1.113838446044848141e+01;0.000000000000000000e+00;2.983620867110953423e+00;9.997481594573160990e+00;-6.992032956934578214e-02
-1.765281830839191990e+00;4.832679406015545354e+00;8.529927308102910999e+00;0.000000000000000000e+00;2.959536096622440215e+00;9.945123315531503749e+00;-1.726227594787657638e-02
6.351203926727876592e+00;-1.441499596915145620e+00;1.392741287894477153e+00;0.000000000000000000e+00;3.014729437358470765e+00;9.951154013405801635e+00;7.567530535450264773e-02
1.762396281990472824e+00;5.089540930880315450e+00;1.404333775783326033e+01;0.000000000000000000e+00;3.149376889297590854e+00;1.003134440811618866e+01;-3.194645410864473123e-02
-9.405945866132277899e+00;2.774082156208484751e+00;1.582823655128680151e+01;0.000000000000000000e+00;2.942177805077680564e+00;1.014845009096182515e+01;6.568139604729693326e-02
-1.670244931157840229e+00;2.899659010308992535e+00;7.711539892918652939e+00;0.000000000000000000e+00;3.013077798929090889e+00;1.004158921576093100e+01;6.487752981175010092e-02
-3.424125294362367899e+00;-1.146339896753811427e+00;8.421385570272224896e+00;0.000000000000000000e+00;2.974235315288114467e+00;9.881385581203828039e+00;4.964388398293772403e-02
-4.199186280213321965e+00;-2.180034789512255600e+00;1.494444379145978630e+01;0.000000000000000000e+00;3.066370891385586273e+00;1.029825744785248887e+01;-5.311301140267948168e-02
2.500323074807364598e+00;2.735637881410414307e-01;4.877167837997184563e+00;0.000000000000000000e+00;3.068966338964717266e+00;9.762720625477856018e+00;7.590381816959154704e-02
2.888348136705409352e+00;5.775220936169449537e-01;1.315376360747775664e+01;0.000000000000000000e+00;3.095163502748315754e+00;9.850667941690028684e+00;2.981335131059559967e-02
-9.460429705147990198e-01;1.516116631173905827e+00;1.038938826568102947e+01;0.000000000000000000e+00;3.030879317838770515e+00;9.943454240477139550e+00;1.569979721772543288e-02
1.525180234280412161e+00;3.598258036882393096e+00;1.109570142380035485e+01;0.000000000000000000e+00;3.089091172566696297e+00;1.008785787972090908e+01;4.842630323708301682e-02
1.132370958735443356e+00;-3.411931187412602373e-01;1.463074952415781027e+01;0.000000000000000000e+00;2.764044959796978951e+00;1.013325600208116839e+01;5.061378376421461767e-03
3.049075224097729464e+00;-1.053585923104802369e+00;8.475416137649682824e+00;0.000000000000000000e+00;2.863844645123577504e+00;1.039547223527359243e+01;8.565513871584039263e-02
3.855578213886943217e+00;-1.413532159576280645e+00;1.302049356936629820e+01;0.000000000000000000e+00;2.978586089694980288e+00;9.814162047585487159e+00;-8.502712412839114053e-02
2.265830287831805290e+00;9.638996009535172327e-02;9.515638294288764953e+00;0.000000000000000000e+00;2.937819711823531854e+00;9.854423354985403449e+00;1.003988941847090179e-02
1.489056807405201521e+00;-1.607684170695396375e+00;1.120601410450291269e+01;0.000000000000000000e+00;3.013254022963236078e+00;1.000982011548144257e+01;6.820649013714856490e-02
-2.016459403838061437e+00;-1.703765900284810009e+00;1.688749980321769328e+01;0.000000000000000000e+00;2.879338051621307404e+00;1.006638453353265561e+01;1.099899155001420603e-01
2.332262470660949383e+00;-3.523145663194817701e-01;7.003850080548525092e+00;0.000000000000000000e+00;3.143545521597494119e+00;9.780814378828020850e+00;9.517300086935688921e-03
1.298078159363299289e+00;1.400795488166771019e+00;1.285057750365721319e+01;0.000000000000000000e+00;2.974708876772031552e+00;9.845001491279273154e+00;-7.723990009401018181e-03
