1.554656264576659980e-02;-4.169530397443014458e+00;2.317766926195231891e-01;-4.109024790395238824e+00;6.675030745210234429e+00;2.191032331006550926e+00;4.780829885984752003e+00;-1.534341107460036380e+00;-2.617300276708605655e-01;-1.511708638086861189e-03;8.515960211822482862e+00;-4.082457015721050908e+00;-1.359842476824927093e+00;-8.056355432766949320e+00;-1.019484359679827090e+00;5.561123916510947174e-01;-2.488862856205186436e+00
7.793191631066071455e-03;1.603482068499994861e+00;1.602645245369232141e+00;1.528803762648961173e-01;-2.184312076926870461e+00;4.194478257538633237e+00;-7.936764818096059493e+00;-2.729776557115295432e+00;-6.225676070624745151e+00;-8.990368993572271705e+00;2.591362652882334139e+00;5.806338030667684613e+00;-2.962440277809567757e+00;-2.244951147302423511e+00;-2.186381944992196735e-01;6.173948754426402674e-01;-1.062639081175809075e+01
-4.684170206378920898e-02;-4.842915578581405422e-01;-2.864810054165806807e+00;8.898559873738274284e-01;2.836524310549362937e+00;8.201630276279379572e+00;-1.849960688104232531e+00;-5.682208950370685407e+00;4.267141970645309534e+00;1.926675488678877057e+00;-8.133040788757375239e+00;1.058107852869741405e+00;-3.281459416057866396e-01;-5.362297462102335821e+00;3.410666443253216329e+00;2.534640712581679001e+00;8.591986147152836040e+00
-2.516521271868197738e-04;-3.625551927985359413e+00;-4.784675075531476196e+00;1.277420068193197977e+00;3.855625204585555910e+00;-9.564119161637372191e-01;-1.944498671443268822e+00;1.262755860116401685e+01;7.574754407503901277e+00;-9.261030135597152491e-01;-3.095986629345183871e+00;4.020970052827931296e-01;-2.358781702480458042e-01;7.170505315507846866e+00;5.435383149301456385e+00;-2.049453346307734236e+00;-5.899028204739487968e+00
-1.593973734363152497e-02;-7.854654877021647330e-01;-6.353530398725003359e+00;5.111827943364945170e+00;2.428199212947845798e+00;-7.029291937311681338e+00;-6.151758104411189976e+00;-7.389251510724903493e-01;3.509415633867156714e+00;-8.022762338714918562e-02;3.498634616786154172e+00;-1.039231690926971297e+01;6.001493830985846767e-01;-1.831256660973989980e+00;3.785279589970127034e+00;1.128771754124958804e+01;-5.443887936821193207e+00
-7.551343791422759910e-02;4.941035791423240120e+00;3.596006727479172493e+00;-5.601883362155708479e-01;-3.189461663823705884e+00;1.011295883530041184e+00;-2.452072415083882628e+00;3.099528025977838497e-01;-2.212439693041276634e+00;-4.167633397284022934e+00;-4.313575784998326945e-01;-7.011532408675902328e-01;-3.647651251380091164e+00;-3.699413440954796961e+00;1.290603492846125744e-01;-4.388150608422864418e-01;-9.713988801869814782e-02
-4.184327429309264712e-02;1.029058390618133201e+00;1.676682231041191296e+00;-1.172206049394771243e+00;-1.173055553671205331e+01;1.772195859332856616e+00;1.859095778140819721e+00;2.872584773088702637e+00;5.790309456914746633e+00;-1.851492939085308764e+00;4.826373685009626158e+00;6.432435832539780129e+00;6.917701701871564524e+00;1.573324682171904243e+00;7.043778374278096166e+00;7.600777740404049965e+00;1.707563025240791177e+00
5.523580483198314156e-02;-2.086681772103613941e+00;5.379688147490756522e-01;-6.409132094602519203e+00;9.470498245507512181e+00;-4.227342330072127119e+00;8.589641519324703323e-01;1.715342587650805495e+00;-2.341211553145369884e+00;2.809090598363165547e+00;-5.684036178351242974e+00;-2.243424335806182945e+00;-2.185803067287092727e+00;3.057220273661358956e+00;-8.113890865192882274e+00;7.372142665102471071e+00;2.564143339632564356e+00
8.347914302946325693e-02;-5.160712718373679841e+00;3.250433690662207553e+00;4.580225093543366377e+00;-6.908652153907556048e+00;-3.157258441458379861e-01;3.507951905649128843e+00;4.948544600755198530e+00;-8.820463731559390341e-01;-7.685507627438443734e+00;-6.630555915325367700e+00;5.055839339211217975e+00;-3.935501604746820536e+00;-7.154179980999961774e-01;5.592341437678369331e+00;-3.343225044264978019e-01;-2.756243924503696707e+00
3.817583021019727713e-02;-3.460526248714271280e-01;-2.314303918954876860e+00;-2.563135236004661976e+00;2.781103387905332180e+00;7.645695344149822326e+00;-2.074138083031591417e+00;-5.886885774344317035e-01;2.225216811351119262e+00;6.590961319585330713e+00;4.344693373589098684e+00;4.031028336177850391e-01;7.639961738330264263e-02;-2.164594521111601111e+00;3.173028485331322202e+00;4.363963477684434933e-02;-4.960570407014778027e+00
