3.883778831238124063e+00;1.044465527384568659e+01;1.070467125040442369e+01;5.651866103607800618e+00;5.730016221535993104e+00;9.103339629488706564e+00;7.966426992182459088e+00;5.533949167847697304e+00;-4.259651875799592702e+00;-1.331802912600794198e+00;-1.295340458120981975e+00;1.492409803977187721e+01;-8.474004784140024782e+00;-5.094111284674557538e+00;1.203883522750698987e+01;1.301294744570046724e+01;3.323938470881576457e+00;9.059281839490751054e+00;7.492205270188468269e+00;2.619185358250993190e+00;2.004321443835281880e+00;1.999079036352040983e+00;1.969206516032576237e+00;2.010215069929347287e+00;2.006811261489182652e+00;2.009358269891637239e+00;1.997900009549047118e+00;2.035742315902048905e+00;2.012315562871429986e+00;1.982995193286925639e+00
1.928198739127487293e+00;1.099581552150931962e+01;6.103318391318073743e+00;-3.733503260586421568e+00;8.551707983487801812e+00;3.567668671140051373e+00;2.274223822270906581e+00;1.004409172567276087e+01;2.098226211035519206e+00;2.113983329046515536e+00;-1.884845923796667932e+00;1.275311314038961719e+01;2.714991643880521721e+00;-5.209044128496611581e-01;-6.102786419928312611e+00;8.539381750947185878e-01;1.359011417247879550e+00;1.153046583772807310e+01;3.977808873212881124e+00;-2.328344655160738075e+00;1.980219525520051871e+00;2.011094550740931908e+00;1.996877230193601083e+00;1.990088031011565617e+00;1.997729002393465736e+00;2.000068705129169899e+00;1.998991810923471002e+00;1.989739183032448455e+00;1.964723169437952999e+00;2.002052699793704260e+00
3.284863336566056891e+00;-1.555419119586945342e+00;-2.995067135176818773e-01;-3.650563289337506401e+00;6.474001846771773039e+00;8.998609230445895335e+00;1.081343043767376333e+00;1.142169472541876196e+01;-2.129993598359668283e+00;4.083464402485459388e-02;1.670831519229338813e-01;-5.664270585563890847e-01;-6.478731256918157655e-02;-7.344027496383598308e-01;6.704645966792361911e+00;3.629906912344857517e+00;-1.923171766353789724e+00;1.539929960093624928e+01;-5.388781300747886860e+00;6.055284884585279137e-01;2.004791768375079553e+00;2.000797043551663101e+00;2.001276475699666157e+00;2.011836701018832940e+00;2.021501204540869345e+00;2.024943070256163491e+00;1.999251526134860457e+00;2.036757577486688398e+00;1.955711805795328440e+00;1.996436102840789095e+00
1.841606007594718930e+00;2.896164420766203840e+00;-1.402636816617336635e+00;-2.737521161267548298e+00;9.681102564553437873e+00;4.827723258536610551e+00;-4.736931232803894609e+00;8.677752649777556115e+00;1.074238276154410698e+01;8.336135509954747391e-01;1.246393180719841398e-01;1.401087513836726295e+01;3.355616448917638994e+00;-2.060827054247860168e+00;8.377694514996971265e+00;4.496076318521837756e+00;-2.031817684748126407e+00;1.635295238678104468e+01;8.290044322565487178e+00;-1.910693667758421643e+00;1.983326782288422629e+00;1.966958799811180825e+00;2.013246636352533869e+00;2.007100186412305920e+00;2.044640061839565259e+00;2.002165066983119690e+00;1.990880815794495495e+00;2.007610401445569792e+00;2.020447703355001678e+00;1.977529648340413448e+00
-4.061351786969378708e+00;7.400838838301904588e+00;-1.461445574321126539e+00;-3.840620916284501085e+00;1.192917016766558902e+01;4.867678847387732155e+00;-2.557898246882365001e+00;1.166894982064927788e+01;-1.294659755945920310e+00;3.902673687444810469e+00;-4.729372375778073678e-01;7.679355280965287633e+00;2.400397154297587043e+00;-6.656918514489709615e+00;-7.794561711012608640e-01;-7.529005985242047672e-01;-1.798632680705541276e+00;1.112629312075307908e+01;-1.794238032923727300e+00;4.173886175073992177e+00;1.999121267395552959e+00;2.013281845607308718e+00;2.026269942414737013e+00;2.006007388567877747e+00;2.019192085498149325e+00;1.979821841684948902e+00;2.019715309445436979e+00;2.002997764639048661e+00;2.039591520815434489e+00;1.974664593747141206e+00
4.563447349355949534e+00;6.929787201137982855e+00;7.294009657068836194e-01;1.076728401001193980e+01;1.030963907369174848e+01;1.242605627749804675e+01;-2.633092668953116444e-01;1.261590354711913520e+01;-3.387929227895224216e+00;-4.529847149408603002e+00;5.764321374860214675e+00;1.137544763452752861e+01;2.798384672318515065e+00;-4.605368414233173002e-01;6.125786383429893789e+00;8.769618992582874029e+00;5.996183908100640281e+00;1.051631407112476957e+01;-3.502702282288266744e+00;-5.010053736275231984e+00;1.990332030656544848e+00;1.965811012346044162e+00;2.022535312400818519e+00;2.005341489877967120e+00;1.975436518468501657e+00;1.998650354758380487e+00;1.985461064410935172e+00;2.024691449600366511e+00;2.012911403419641587e+00;1.999914136371950812e+00
3.374169965427364470e+00;1.844768881491056334e+01;3.470605438435927503e+00;2.448360500905066850e-01;3.951733002127895134e+00;7.225308912648321424e+00;4.760696724802829571e+00;7.052444565425666667e+00;9.329205865986157420e+00;1.811786791017910403e+00;4.630076549497038840e+00;1.669178382763747237e+01;4.421711012409563324e+00;-6.008011573663837979e+00;8.380137173672949302e+00;6.591921231464743514e+00;4.914254999366828969e+00;2.418911901970267841e+00;4.836105291421065822e+00;-5.618222751718194630e+00;2.006785379691413240e+00;2.014927931158884356e+00;2.005882820238710451e+00;1.984006144797458404e+00;1.984225913283759191e+00;2.012701115010032460e+00;1.992784689832027833e+00;1.994215178953107737e+00;2.010388091949384393e+00;2.000539637236400825e+00
-2.423703603493193359e+00;1.090654250556870331e+01;-3.291348621679404118e-01;-4.212020405890643637e+00;1.612836696314623097e+01;6.593960869441294115e+00;-2.678409526050857359e+00;1.379323994045099688e+01;7.178735748670831640e+00;2.021238103316833623e-01;-4.750825675659085867e+00;1.583461317122219647e+01;1.129346358703052289e+01;-2.280208501300087232e-01;4.379405830712385317e+00;4.809828247815724822e+00;-1.897252692802423812e+00;1.466281820409333569e+01;-3.690342279997429031e+00;2.456934697009911517e-01;1.995102474579583340e+00;2.030732248761411896e+00;2.031823600982942679e+00;2.002438586807276710e+00;1.963411362378360225e+00;2.008077165632642824e+00;1.984936866976911629e+00;2.003334018556058638e+00;1.974996536177833661e+00;2.010412713468641588e+00
5.460363383073154608e+00;1.120885619454766591e+01;-1.285842189326595886e-01;-6.903250902141639944e-01;1.549440723584365287e+01;1.378735844039510283e+01;-1.145083971523898292e+00;1.762785929606446089e+01;-2.355836078069762252e+00;-9.103234236870390461e+00;2.878530523537309982e+00;1.442322754169259369e+01;4.976585944214642510e+00;3.779894467209972575e+00;-3.217831573973990444e-01;1.258088587582006213e+01;2.198178893377628729e+00;8.559893126801398466e+00;4.933000324210079057e+00;-3.409536946987946848e+00;2.019446056425788338e+00;2.017176952511888111e+00;1.976301948361345096e+00;1.998799464758722610e+00;2.015558575743073177e+00;1.979918292524507573e+00;1.983335542710964239e+00;1.973924428526552477e+00;1.969478468390579051e+00;1.990841038817009467e+00
2.691975386707937457e+00;1.726952148835701095e+01;-8.966618751397597009e-01;2.849867883124539425e+00;9.697893331759075863e+00;9.458598322854895102e+00;2.944701966641737556e+00;1.073054609857597619e+01;2.717354816790121141e+00;2.335488940052218076e+00;2.121943079431016788e+00;1.587899371025518924e+01;5.994721247483727922e+00;-2.881998526742137301e+00;3.151172787367280570e+00;-5.091862936704343312e+00;-8.823683719902048139e+00;8.719172656583250358e+00;6.863653316394418002e-01;-2.122330505497767028e-01;1.997359186745355952e+00;2.017844339329517567e+00;2.002780350259910858e+00;1.990724467347043225e+00;2.006281292276239636e+00;2.042590170248772541e+00;1.986966394950102854e+00;2.004704817442819920e+00;2.012996256977459542e+00;2.003828591626076516e+00
